date,equity,close,halted,drawdown_pct
2022-01-27,100186.68,405.7619,False,1.463
2022-01-28,100186.68,415.8391,False,1.463
2022-01-31,100186.68,423.3289,False,1.463
2022-02-01,100186.68,426.1893,False,1.463
2022-02-02,100186.68,430.3294,False,1.463
2022-02-03,100186.68,420.2144,False,1.463
2022-02-04,100186.68,422.1904,False,1.463
2022-02-07,100186.68,420.8355,False,1.463
2022-02-08,100186.68,424.2981,False,1.463
2022-02-09,100186.68,430.5081,False,1.463
2022-02-10,100186.68,422.7738,False,1.463
2022-02-11,100186.68,414.4372,False,1.463
2022-02-14,100186.68,413.0822,False,1.463
2022-02-15,100186.68,419.744,False,1.463
2022-02-16,100186.68,420.2144,False,1.463
2022-02-17,100186.68,411.2381,False,1.463
2022-02-18,100186.68,408.5753,False,1.463
2022-02-22,100186.68,404.1906,False,1.463
2022-02-23,100186.68,397.0208,False,1.463
2022-02-24,100186.68,402.9956,False,1.463
2022-02-25,100186.68,411.8874,False,1.463
2022-02-28,100186.68,410.8335,False,1.463
2022-03-01,100186.68,404.5764,False,1.463
2022-03-02,100186.68,412.0191,False,1.463
2022-03-03,100186.68,409.9679,False,1.463
2022-03-04,100186.68,406.6371,False,1.463
2022-03-07,100186.68,394.6496,False,1.463
2022-03-08,100186.68,391.6576,False,1.463
2022-03-09,100186.68,402.1581,False,1.463
2022-03-10,100186.68,400.3423,False,1.463
2022-03-11,100186.68,395.2519,False,1.463
2022-03-14,100186.68,392.3633,False,1.463
2022-03-15,100186.68,400.9914,False,1.463
2022-03-16,100186.68,409.8831,False,1.463
2022-03-17,100186.68,415.0111,False,1.463
2022-03-18,100186.68,419.5567,False,1.463
2022-03-21,100186.68,419.434,False,1.463
2022-03-22,100186.68,424.3419,False,1.463
2022-03-23,100186.68,418.8772,False,1.463
2022-03-24,100186.68,425.1915,False,1.463
2022-03-25,100186.68,427.2679,False,1.463
2022-03-28,100186.68,430.3071,False,1.463
2022-03-29,100186.68,435.6304,False,1.463
2022-03-30,100186.68,432.9404,False,1.463
2022-03-31,100186.68,426.2769,False,1.463
2022-04-01,100146.25,427.485,False,1.5027
2022-04-04,100492.65,431.1471,False,1.162
2022-04-05,99977.51,425.7012,False,1.6687
2022-04-06,99574.85,421.4444,False,2.0647
2022-04-07,99775.73,423.568,False,1.8672
2022-04-08,99668.6,422.4355,False,1.9725
2022-04-11,98985.6,415.2151,False,2.6443
2022-04-12,98838.79,413.6766,False,2.7887
2022-04-13,98838.79,418.4146,False,2.7887
2022-04-14,98838.79,413.2047,False,2.7887
2022-04-18,98838.79,413.3746,False,2.7887
2022-04-19,98838.79,420.0475,False,2.7887
2022-04-20,98838.79,419.736,False,2.7887
2022-04-21,98838.79,413.4595,False,2.7887
2022-04-22,98838.79,402.1146,False,2.7887
2022-04-25,98838.79,404.4458,False,2.7887
2022-04-26,98838.79,392.7327,False,2.7887
2022-04-27,98838.79,393.837,False,2.7887
2022-04-28,98838.79,403.7851,False,2.7887
2022-04-29,98838.79,388.863,False,2.7887
2022-05-02,98838.79,391.2037,False,2.7887
2022-05-03,98838.79,392.997,False,2.7887
2022-05-04,98838.79,404.9648,False,2.7887
2022-05-05,98838.79,390.5713,False,2.7887
2022-05-06,98838.79,388.24,False,2.7887
2022-05-09,98838.79,375.8097,False,2.7887
2022-05-10,98838.79,376.678,False,2.7887
2022-05-11,98838.79,370.694,False,2.7887
2022-05-12,98838.79,370.307,False,2.7887
2022-05-13,98838.79,379.1602,False,2.7887
2022-05-16,98838.79,377.6218,False,2.7887
2022-05-17,98838.79,385.3897,False,2.7887
2022-05-18,98838.79,369.854,False,2.7887
2022-05-19,98838.79,367.5887,False,2.7887
2022-05-20,98838.79,367.7493,False,2.7887
2022-05-23,98838.79,374.6299,False,2.7887
2022-05-24,98838.79,371.77,False,2.7887
2022-05-25,98838.79,375.0546,False,2.7887
2022-05-26,98838.79,382.5486,False,2.7887
2022-05-27,98838.79,391.9398,False,2.7887
2022-05-31,98838.79,389.7407,False,2.7887
2022-06-01,98838.79,386.5883,False,2.7887
2022-06-02,98838.79,393.9503,False,2.7887
2022-06-03,98838.79,387.485,False,2.7887
2022-06-06,98838.79,388.6649,False,2.7887
2022-06-07,98838.79,392.3929,False,2.7887
2022-06-08,98838.79,388.1268,False,2.7887
2022-06-09,98838.79,378.896,False,2.7887
2022-06-10,98838.79,367.9097,False,2.7887
2022-06-13,98838.79,353.9408,False,2.7887
2022-06-14,98838.79,352.8743,False,2.7887
2022-06-15,98838.79,357.905,False,2.7887
2022-06-16,98838.79,346.0598,False,2.7887
2022-06-17,98838.79,346.8057,False,2.7887
2022-06-21,98838.79,355.536,False,2.7887
2022-06-22,98838.79,354.8915,False,2.7887
2022-06-23,98838.79,358.3704,False,2.7887
2022-06-24,98838.79,369.7643,False,2.7887
2022-06-27,98838.79,368.352,False,2.7887
2022-06-28,98838.79,360.8255,False,2.7887
2022-06-29,98838.79,360.5316,False,2.7887
2022-06-30,98838.79,357.6026,False,2.7887
2022-07-01,98838.79,361.3847,False,2.7887
2022-07-05,98838.79,362.0673,False,2.7887
2022-07-06,98838.79,363.2901,False,2.7887
2022-07-07,98838.79,368.7311,False,2.7887
2022-07-08,98838.79,368.4278,False,2.7887
2022-07-11,98838.79,364.219,False,2.7887
2022-07-12,98838.79,360.9961,False,2.7887
2022-07-13,98838.79,359.1002,False,2.7887
2022-07-14,98838.79,358.2282,False,2.7887
2022-07-15,98838.79,365.0722,False,2.7887
2022-07-18,98838.79,362.0578,False,2.7887
2022-07-19,98838.79,371.8403,False,2.7887
2022-07-20,98838.79,374.2101,False,2.7887
2022-07-21,98838.79,378.0208,False,2.7887
2022-07-22,98838.79,374.5134,False,2.7887
2022-07-25,98838.79,374.9685,False,2.7887
2022-07-26,98838.79,370.5322,False,2.7887
2022-07-27,98838.79,380.1535,False,2.7887
2022-07-28,98838.79,384.9215,False,2.7887
2022-07-29,98838.79,390.5333,False,2.7887
2022-08-01,98805.78,389.3768,False,2.8211
2022-08-02,98588.01,386.8079,False,3.0353
2022-08-03,99101.5,392.8652,False,2.5303
2022-08-04,99078.99,392.5998,False,2.5524
2022-08-05,99022.74,391.9362,False,2.6077
2022-08-08,98984.17,391.4812,False,2.6457
2022-08-09,98852.38,389.9265,False,2.7753
2022-08-10,99546.66,398.1165,False,2.0925
2022-08-11,99546.66,398.1165,False,2.0925
2022-08-12,100118.01,404.8564,False,1.5305
2022-08-15,100259.43,406.5246,False,1.3914
2022-08-16,100326.94,407.321,False,1.325
2022-08-17,100081.84,404.4297,False,1.5661
2022-08-18,100181.48,405.6052,False,1.4681
2022-08-19,99719.44,400.1547,False,1.9225
2022-08-22,99016.69,391.8225,False,2.6137
2022-08-23,99016.69,390.8745,False,2.6137
2022-08-24,99016.69,392.1258,False,2.6137
2022-08-25,99016.69,397.6616,False,2.6137
2022-08-26,99016.69,384.2011,False,2.6137
2022-08-29,99016.69,381.6607,False,2.6137
2022-08-30,99016.69,377.4709,False,2.6137
2022-08-31,99016.69,374.5988,False,2.6137
2022-09-01,99016.69,375.7742,False,2.6137
2022-09-02,99016.69,371.8118,False,2.6137
2022-09-06,99016.69,370.4089,False,2.6137
2022-09-07,99016.69,377.0634,False,2.6137
2022-09-08,99016.69,379.528,False,2.6137
2022-09-09,99016.69,385.424,False,2.6137
2022-09-12,99016.69,389.5664,False,2.6137
2022-09-13,99016.69,372.627,False,2.6137
2022-09-14,99016.69,374.0489,False,2.6137
2022-09-15,99016.69,369.8023,False,2.6137
2022-09-16,99016.69,366.9811,False,2.6137
2022-09-19,99016.69,369.827,False,2.6137
2022-09-20,99016.69,365.5819,False,2.6137
2022-09-21,99016.69,359.2047,False,2.6137
2022-09-22,99016.69,356.1875,False,2.6137
2022-09-23,99016.69,350.2197,False,2.6137
2022-09-26,99016.69,346.755,False,2.6137
2022-09-27,99016.69,345.8699,False,2.6137
2022-09-28,99016.69,352.6754,False,2.6137
2022-09-29,99016.69,345.3083,False,2.6137
2022-09-30,99016.69,339.9687,False,2.6137
2022-10-03,99016.69,348.9443,False,2.6137
2022-10-04,99016.69,359.7569,False,2.6137
2022-10-05,99016.69,358.9192,False,2.6137
2022-10-06,99016.69,355.2167,False,2.6137
2022-10-07,99016.69,345.3083,False,2.6137
2022-10-10,99016.69,342.6718,False,2.6137
2022-10-11,99016.69,340.5016,False,2.6137
2022-10-12,99016.69,339.3785,False,2.6137
2022-10-13,99016.69,348.3351,False,2.6137
2022-10-14,99016.69,340.3969,False,2.6137
2022-10-17,99016.69,349.1441,False,2.6137
2022-10-18,99016.69,353.2464,False,2.6137
2022-10-19,99016.69,350.7431,False,2.6137
2022-10-20,99016.69,347.802,False,2.6137
2022-10-21,99016.69,356.2542,False,2.6137
2022-10-24,99016.69,360.6134,False,2.6137
2022-10-25,99016.69,366.372,False,2.6137
2022-10-26,99016.69,363.6116,False,2.6137
2022-10-27,99016.69,361.67,False,2.6137
2022-10-28,99016.69,370.2744,False,2.6137
2022-10-31,99016.69,367.5998,False,2.6137
2022-11-01,99016.69,365.9912,False,2.6137
2022-11-02,99016.69,356.8062,False,2.6137
2022-11-03,99016.69,353.1323,False,2.6137
2022-11-04,99016.69,358.2149,False,2.6137
2022-11-07,99016.69,361.6414,False,2.6137
2022-11-08,99016.69,363.5926,False,2.6137
2022-11-09,99016.69,356.1018,False,2.6137
2022-11-10,99016.69,375.6712,False,2.6137
2022-11-11,98987.99,379.3071,False,2.6419
2022-11-14,98743.82,376.0804,False,2.8821
2022-11-15,98986.54,379.288,False,2.6433
2022-11-16,98767.59,376.3946,False,2.8587
2022-11-17,98680.44,375.2428,False,2.9444
2022-11-18,98809.37,376.9466,False,2.8176
2022-11-21,98705.64,375.5759,False,2.9196
2022-11-22,99088.1,380.6301,False,2.5435
2022-11-23,99269.6,383.0287,False,2.365
2022-11-25,99263.12,382.943,False,2.3713
2022-11-28,98800.72,376.8324,False,2.8261
2022-11-29,98751.75,376.1852,False,2.8743
2022-11-30,99648.45,388.0352,False,1.9923
2022-12-01,99626.85,387.7497,False,2.0136
2022-12-02,99592.99,387.3023,False,2.0469
2022-12-05,99065.77,380.335,False,2.5654
2022-12-06,98650.91,374.8526,False,2.9735
2022-12-07,98602.65,374.2148,False,3.0209
2022-12-08,98824.49,377.1464,False,2.8027
2022-12-09,98611.3,374.3291,False,3.0124
2022-12-12,99019.68,379.7259,False,2.6108
2022-12-13,99237.19,382.6003,False,2.3968
2022-12-14,99052.09,380.1542,False,2.5789
2022-12-15,98429.09,370.855,False,3.1916
2022-12-16,98429.09,366.4766,False,3.1916
2022-12-19,98429.09,363.369,False,3.1916
2022-12-20,98429.09,363.8663,False,3.1916
2022-12-21,98429.09,369.3069,False,3.1916
2022-12-22,98429.09,364.0384,False,3.1916
2022-12-23,98429.09,366.1324,False,3.1916
2022-12-27,98429.09,364.6885,False,3.1916
2022-12-28,98429.09,360.1562,False,3.1916
2022-12-29,98429.09,366.6392,False,3.1916
2022-12-30,98429.09,365.6734,False,3.1916
2023-01-03,98429.09,364.134,False,3.1916
2023-01-04,98429.09,366.9451,False,3.1916
2023-01-05,98429.09,362.757,False,3.1916
2023-01-06,98429.09,371.0758,False,3.1916
2023-01-09,98429.09,370.8655,False,3.1916
2023-01-10,98429.09,373.4663,False,3.1916
2023-01-11,98429.09,378.1898,False,3.1916
2023-01-12,98429.09,379.5668,False,3.1916
2023-01-13,98429.09,381.0393,False,3.1916
2023-01-17,98429.09,380.3412,False,3.1916
2023-01-18,98429.09,374.3364,False,3.1916
2023-01-19,98429.09,371.6113,False,3.1916
2023-01-20,98429.09,378.5341,False,3.1916
2023-01-23,98429.09,383.0759,False,3.1916
2023-01-24,98429.09,382.6648,False,3.1916
2023-01-25,98429.09,382.8082,False,3.1916
2023-01-26,98429.09,387.0154,False,3.1916
2023-01-27,98386.28,387.9047,False,3.2337
2023-01-30,97849.14,383.0377,False,3.762
2023-01-31,98470.7,388.6696,False,3.1507
2023-02-01,98926.57,392.8003,False,2.7023
2023-02-02,99557.63,398.5184,False,2.0817
2023-02-03,99090.15,394.2825,False,2.5414
2023-02-06,98824.21,391.8728,False,2.803
2023-02-07,99389.84,396.998,False,2.2467
2023-02-08,98910.75,392.657,False,2.7179
2023-02-09,98535.07,389.2529,False,3.0874
2023-02-10,98635.33,390.1613,False,2.9888
2023-02-13,99140.79,394.7414,False,2.4916
2023-02-14,99120.76,394.5598,False,2.5113
2023-02-15,99262.15,395.841,False,2.3723
2023-02-16,98660.65,390.3907,False,2.9639
2023-02-17,98553.01,389.4154,False,3.0697
2023-02-21,97690.86,381.6035,False,3.9177
2023-02-22,97645.66,381.0775,False,3.9622
2023-02-23,97645.66,383.1046,False,3.9622
2023-02-24,97645.66,379.0122,False,3.9622
2023-02-27,97645.66,380.303,False,3.9622
2023-02-28,97645.66,378.8975,False,3.9622
2023-03-01,97645.66,377.4441,False,3.9622
2023-03-02,97645.66,380.3795,False,3.9622
2023-03-03,97645.66,386.48,False,3.9622
2023-03-06,97645.66,386.7477,False,3.9622
2023-03-07,97645.66,380.8193,False,3.9622
2023-03-08,97645.66,381.4409,False,3.9622
2023-03-09,97645.66,374.4034,False,3.9622
2023-03-10,97645.66,369.0009,False,3.9622
2023-03-13,97645.66,368.475,False,3.9622
2023-03-14,97645.66,374.5659,False,3.9622
2023-03-15,97645.66,372.2233,False,3.9622
2023-03-16,97645.66,378.754,False,3.9622
2023-03-17,97645.66,374.3253,False,3.9622
2023-03-20,97645.66,377.9247,False,3.9622
2023-03-21,97645.66,382.887,False,3.9622
2023-03-22,97645.66,376.3602,False,3.9622
2023-03-23,97645.66,377.3776,False,3.9622
2023-03-24,97645.66,379.854,False,3.9622
2023-03-27,97645.66,380.5642,False,3.9622
2023-03-28,97645.66,379.71,False,3.9622
2023-03-29,97645.66,385.229,False,3.9622
2023-03-30,97645.66,387.4847,False,3.9622
2023-03-31,97645.66,392.9461,False,3.9622
2023-04-03,97645.66,394.4435,False,3.9622
2023-04-04,97645.66,392.2551,False,3.9622
2023-04-05,97645.66,391.228,False,3.9622
2023-04-06,97645.66,392.7542,False,3.9622
2023-04-10,97645.66,393.1573,False,3.9622
2023-04-11,97645.66,393.2629,False,3.9622
2023-04-12,97645.66,391.6599,False,3.9622
2023-04-13,97587.58,396.8622,False,4.0193
2023-04-14,97445.7,395.8928,False,4.1588
2023-04-17,97653.61,397.3134,False,3.9543
2023-04-18,97691.53,397.5725,False,3.917
2023-04-19,97681.7,397.5054,False,3.9267
2023-04-20,97364.22,395.3361,False,4.239
2023-04-21,97409.17,395.6432,False,4.1947
2023-04-24,97469.58,396.056,False,4.1353
2023-04-25,96549.49,389.7691,False,5.0403
2023-04-26,96307.87,388.1182,False,5.2779
2023-04-27,97438.67,395.8448,False,4.1657
2023-04-28,97933.16,399.2235,False,3.6794
2023-05-01,97874.15,398.8203,False,3.7374
2023-05-02,97218.13,394.3378,False,4.3826
2023-05-03,96822.0,391.6311,False,4.7723
2023-05-04,96416.03,388.8572,False,5.1715
2023-05-05,97469.58,396.056,False,4.1353
2023-05-08,97485.03,396.1616,False,4.1201
2023-05-09,97230.78,394.4243,False,4.3702
2023-05-10,97500.49,396.2672,False,4.1049
2023-05-11,97399.35,395.5761,False,4.2044
2023-05-12,97323.5,395.0578,False,4.279
2023-05-15,97522.97,396.4207,False,4.0828
2023-05-16,97135.25,393.7715,False,4.4642
2023-05-17,97834.82,398.5516,False,3.7761
2023-05-18,98396.71,402.3909,False,3.2235
2023-05-19,98311.01,401.8054,False,3.3078
2023-05-22,98334.89,401.9685,False,3.2843
2023-05-23,97674.67,397.4573,False,3.9336
2023-05-24,97253.26,394.5779,False,4.3481
2023-05-25,97753.33,397.9948,False,3.8563
2023-05-26,98507.68,403.1491,False,3.1143
2023-05-30,98530.14,403.3026,False,3.0922
2023-05-31,98202.85,401.0663,False,3.4141
2023-06-01,98760.53,404.8769,False,2.8656
2023-06-02,99617.42,410.7318,False,2.0229
2023-06-05,99502.23,409.9448,False,2.1362
2023-06-06,99632.87,410.8374,False,2.0077
2023-06-07,99424.97,409.4168,False,2.2121
2023-06-08,99787.39,411.8932,False,1.8557
2023-06-09,99895.55,412.6323,False,1.7493
2023-06-12,100443.39,416.3756,False,1.2105
2023-06-13,100845.15,419.1207,False,0.8154
2023-06-14,100918.2,419.6199,False,0.7435
2023-06-15,101679.55,424.8221,False,0.0
2023-06-16,101467.78,423.3751,False,0.2083
2023-06-20,101146.32,421.1786,False,0.5244
2023-06-21,100830.49,419.0206,False,0.835
2023-06-22,101051.85,420.5331,False,0.6173
2023-06-23,100586.56,417.3539,False,1.0749
2023-06-26,100337.01,415.6487,False,1.3204
2023-06-27,101003.92,420.2056,False,0.6645
2023-06-28,101034.94,420.4175,False,0.634
2023-06-29,101277.43,422.0745,False,0.3955
2023-06-30,102006.4,427.0554,False,0.0
2023-07-03,102078.3,427.5467,False,0.0
2023-07-05,101985.24,426.9109,False,0.0912
2023-07-06,101495.99,423.5678,False,0.5705
2023-07-07,101339.47,422.4984,False,0.7238
2023-07-10,101495.99,423.5678,False,0.5705
2023-07-11,101890.76,426.2653,False,0.1837
2023-07-12,102392.71,429.695,False,0.0
2023-07-13,102891.84,433.1055,False,0.0
2023-07-14,102852.36,432.8357,False,0.0384
2023-07-17,103072.31,434.3386,False,0.0
2023-07-18,103544.64,437.566,False,0.0
2023-07-19,103687.05,438.5391,False,0.0
2023-07-20,103261.24,435.6296,False,0.4107
2023-07-21,103261.24,435.6296,False,0.4107
2023-07-24,103546.05,437.5757,False,0.136
2023-07-25,103720.89,438.7703,False,0.0
2023-07-26,103730.75,438.8377,False,0.0
2023-07-27,103304.94,435.9282,False,0.4105
2023-07-28,103929.56,440.1961,False,0.0
2023-07-31,104052.22,441.0342,False,0.0
2023-08-01,103867.52,439.7722,False,0.1775
2023-08-02,102972.21,433.6546,False,1.038
2023-08-03,102790.32,432.4118,False,1.2128
2023-08-04,102481.54,430.4561,False,1.5095
2023-08-07,102481.54,434.2133,False,1.5095
2023-08-08,102481.54,432.3251,False,1.5095
2023-08-09,102481.54,429.435,False,1.5095
2023-08-10,102481.54,429.5891,False,1.5095
2023-08-11,102481.54,429.3386,False,1.5095
2023-08-14,102481.54,431.7085,False,1.5095
2023-08-15,102481.54,426.6796,False,1.5095
2023-08-16,102481.54,423.5486,False,1.5095
2023-08-17,102481.54,420.3212,False,1.5095
2023-08-18,102481.54,420.5235,False,1.5095
2023-08-21,102481.54,423.2595,False,1.5095
2023-08-22,102481.54,422.1131,False,1.5095
2023-08-23,102481.54,426.8145,False,1.5095
2023-08-24,102481.54,420.8992,False,1.5095
2023-08-25,102481.54,423.8665,False,1.5095
2023-08-28,102481.54,426.5543,False,1.5095
2023-08-29,102481.54,432.7202,False,1.5095
2023-08-30,102481.54,434.5024,False,1.5095
2023-08-31,102481.54,433.8665,False,1.5095
2023-09-01,102481.54,434.6758,False,1.5095
2023-09-05,102481.54,432.7972,False,1.5095
2023-09-06,102481.54,429.8877,False,1.5095
2023-09-07,102481.54,428.5679,False,1.5095
2023-09-08,102481.54,429.2133,False,1.5095
2023-09-11,102481.54,432.0361,False,1.5095
2023-09-12,102481.54,429.6661,False,1.5095
2023-09-13,102481.54,430.1671,False,1.5095
2023-09-14,102481.54,433.8762,False,1.5095
2023-09-15,102481.54,428.6487,False,1.5095
2023-09-18,102481.54,428.9001,False,1.5095
2023-09-19,102481.54,428.0106,False,1.5095
2023-09-20,102481.54,424.0758,False,1.5095
2023-09-21,102481.54,417.0665,False,1.5095
2023-09-22,102481.54,416.1287,False,1.5095
2023-09-25,102481.54,417.8786,False,1.5095
2023-09-26,102481.54,411.7394,False,1.5095
2023-09-27,102481.54,411.9038,False,1.5095
2023-09-28,102481.54,414.2918,False,1.5095
2023-09-29,102481.54,413.2863,False,1.5095
2023-10-02,102481.54,413.122,False,1.5095
2023-10-03,102481.54,407.5919,False,1.5095
2023-10-04,102481.54,410.5599,False,1.5095
2023-10-05,102481.54,410.4053,False,1.5095
2023-10-06,102481.54,415.278,False,1.5095
2023-10-09,102481.54,417.9366,False,1.5095
2023-10-10,102481.54,420.1119,False,1.5095
2023-10-11,102481.54,421.8327,False,1.5095
2023-10-12,102481.54,419.2611,False,1.5095
2023-10-13,102481.54,417.1729,False,1.5095
2023-10-16,102481.54,421.5621,False,1.5095
2023-10-17,102481.54,421.5428,False,1.5095
2023-10-18,102481.54,415.9257,False,1.5095
2023-10-19,102481.54,412.2711,False,1.5095
2023-10-20,102481.54,407.2052,False,1.5095
2023-10-23,102481.54,406.4994,False,1.5095
2023-10-24,102481.54,409.5641,False,1.5095
2023-10-25,102481.54,403.686,False,1.5095
2023-10-26,102481.54,398.852,False,1.5095
2023-10-27,102481.54,397.0441,False,1.5095
2023-10-30,102481.54,401.7911,False,1.5095
2023-10-31,102481.54,404.3144,False,1.5095
2023-11-01,102481.54,408.6263,False,1.5095
2023-11-02,102481.54,416.4574,False,1.5095
2023-11-03,102481.54,420.2569,False,1.5095
2023-11-06,102481.54,421.2237,False,1.5095
2023-11-07,102481.54,422.4225,False,1.5095
2023-11-08,102481.54,422.7319,False,1.5095
2023-11-09,102481.54,419.4351,False,1.5095
2023-11-10,102481.54,425.9804,False,1.5095
2023-11-13,102481.54,425.5743,False,1.5095
2023-11-14,102481.54,433.8308,False,1.5095
2023-11-15,102481.54,434.7491,False,1.5095
2023-11-16,102481.54,435.2809,False,1.5095
2023-11-17,102481.54,435.8223,False,1.5095
2023-11-20,102481.54,439.1772,False,1.5095
2023-11-21,102481.54,438.22,False,1.5095
2023-11-22,102481.54,439.9119,False,1.5095
2023-11-24,102481.54,440.1826,False,1.5095
2023-11-27,102481.54,439.3898,False,1.5095
2023-11-28,102481.54,439.8249,False,1.5095
2023-11-29,102481.54,439.5155,False,1.5095
2023-11-30,102481.54,441.2461,False,1.5095
2023-12-01,102481.54,443.8564,False,1.5095
2023-12-04,102481.54,441.5265,False,1.5095
2023-12-05,102481.54,441.4394,False,1.5095
2023-12-06,102481.54,439.6605,False,1.5095
2023-12-07,102481.54,443.0153,False,1.5095
2023-12-08,102481.54,444.9199,False,1.5095
2023-12-11,102481.54,446.6505,False,1.5095
2023-12-12,102481.54,448.6904,False,1.5095
2023-12-13,102481.54,454.8779,False,1.5095
2023-12-14,102481.54,456.3378,False,1.5095
2023-12-15,102481.54,455.5864,False,1.5095
2023-12-18,102481.54,458.1491,False,1.5095
2023-12-19,102481.54,460.9351,False,1.5095
2023-12-20,102481.54,454.5478,False,1.5095
2023-12-21,102481.54,458.8577,False,1.5095
2023-12-22,102481.54,459.7799,False,1.5095
2023-12-26,102481.54,461.7213,False,1.5095
2023-12-27,102481.54,462.5562,False,1.5095
2023-12-28,102481.54,462.7309,False,1.5095
2023-12-29,102481.54,461.3914,False,1.5095
2024-01-02,102481.54,458.8092,False,1.5095
2024-01-03,102481.54,455.0623,False,1.5095
2024-01-04,102481.54,453.5964,False,1.5095
2024-01-05,102481.54,454.2177,False,1.5095
2024-01-08,102481.54,460.7021,False,1.5095
2024-01-09,102481.54,460.0032,False,1.5095
2024-01-10,102481.54,462.6047,False,1.5095
2024-01-11,102481.54,462.4009,False,1.5095
2024-01-12,102481.54,462.7212,False,1.5095
2024-01-16,102481.54,461.0224,False,1.5095
2024-01-17,102481.54,458.4598,False,1.5095
2024-01-18,102481.54,462.5367,False,1.5095
2024-01-19,102481.54,468.3028,False,1.5095
2024-01-22,102481.54,469.293,False,1.5095
2024-01-23,102481.54,470.6617,False,1.5095
