date,equity,buy_hold
2026-05-21 14:00:00,119213.12913302369,130423.9152169566
2026-05-21 15:00:00,119872.86545573441,131157.76844631074
2026-05-21 16:00:00,120415.75474581248,131761.64767046593
2026-05-21 17:00:00,124442.4832550006,136240.75184963006
2026-05-21 18:00:00,122659.21777236012,134257.14857028594
2026-05-21 19:00:00,121902.40853023148,133415.31693661268
2026-05-21 20:00:00,122621.4671925865,134215.1569686063
2026-05-21 21:00:00,123054.7000366554,134697.0605878824
2026-05-21 22:00:00,122154.07906205574,133695.26094781043
2026-05-21 23:00:00,121406.25805320652,132863.42731453708
2026-05-22 00:00:00,120570.35235821878,131933.61327734453
2026-05-22 01:00:00,119991.510135023,131289.74205158968
2026-05-22 02:00:00,121008.97814225535,132421.51569686062
2026-05-22 03:00:00,119980.72425508767,131277.7444511098
2026-05-22 04:00:00,119595.77979548923,131111.77764447112
2026-05-22 05:00:00,119595.77979548923,131005.79884023193
2026-05-22 06:00:00,119595.77979548923,130395.92081583681
2026-05-22 07:00:00,119595.77979548923,131109.7780443911
2026-05-22 08:00:00,119595.77979548923,130229.95400919815
2026-05-22 09:00:00,119595.77979548923,127810.4379124175
2026-05-22 10:00:00,119595.77979548923,127860.4279144171
2026-05-22 11:00:00,119595.77979548923,128976.20475904818
2026-05-22 12:00:00,119595.77979548923,128162.36752649471
2026-05-22 13:00:00,119595.77979548923,127674.46510697859
2026-05-22 14:00:00,119595.77979548923,126472.70545890821
2026-05-22 15:00:00,119595.77979548923,125858.82823435313
2026-05-22 16:00:00,119595.77979548923,125542.89142171566
2026-05-22 17:00:00,119595.77979548923,124613.0773845231
2026-05-22 18:00:00,119595.77979548923,122319.53609278143
2026-05-22 19:00:00,119595.77979548923,121419.71605678865
2026-05-22 20:00:00,119595.77979548923,119424.11517696461
2026-05-22 21:00:00,119595.77979548923,120055.98880223953
2026-05-22 22:00:00,119595.77979548923,118432.31353729253
2026-05-22 23:00:00,119595.77979548923,116550.68986202759
2026-05-23 00:00:00,119595.77979548923,117352.52949410118
2026-05-23 01:00:00,119595.77979548923,118822.23555288943
2026-05-23 02:00:00,119595.77979548923,120751.84963007396
2026-05-23 03:00:00,119595.77979548923,120557.88842231552
2026-05-23 04:00:00,119595.77979548923,119378.12437512496
2026-05-23 05:00:00,119595.77979548923,119264.14717056588
2026-05-23 06:00:00,119595.77979548923,118182.36352729452
2026-05-23 07:00:00,119595.77979548923,114933.01339732052
2026-05-23 08:00:00,119595.77979548923,119080.18396320734
2026-05-23 09:00:00,119595.77979548923,118550.2899420116
2026-05-23 10:00:00,119595.77979548923,118040.39192161568
2026-05-23 11:00:00,119595.77979548923,117108.57828434311
2026-05-23 12:00:00,119595.77979548923,116964.60707858429
2026-05-23 13:00:00,119595.77979548923,116568.68626274746
2026-05-23 14:00:00,119595.77979548923,119696.06078784243
2026-05-23 15:00:00,119595.77979548923,121609.67806438712
2026-05-23 16:00:00,119595.77979548923,120431.91361727654
2026-05-23 17:00:00,119595.77979548923,120655.86882623474
2026-05-23 18:00:00,119595.77979548923,122307.53849230154
2026-05-23 19:00:00,119361.83994678747,123019.39612077584
2026-05-23 20:00:00,128541.17083274756,132673.4653069386
2026-05-23 21:00:00,124175.85523329346,128082.38352329533
2026-05-23 22:00:00,123354.50665360525,127218.55628874226
2026-05-23 23:00:00,122320.2158495534,126130.77384523094
2026-05-24 00:00:00,123630.1907833617,127508.49830033992
2026-05-24 01:00:00,123516.11459173835,127388.5222955409
2026-05-24 02:00:00,123786.09491191363,127672.46550689862
2026-05-24 03:00:00,123293.66601807278,127154.56908618275
2026-05-24 04:00:00,123727.15554624156,127610.47790441911
2026-05-24 05:00:00,123843.13300772532,127732.45350929814
2026-05-24 06:00:00,122936.22728431957,126778.64427114576
2026-05-24 07:00:00,121938.06060761513,125728.85422915417
2026-05-24 08:00:00,123692.93268875456,127574.4851029794
2026-05-24 09:00:00,125643.6355655141,129626.07478504298
2026-05-24 10:00:00,124021.85237460193,127920.41591681664
2026-05-24 11:00:00,125592.3012792836,129572.08558288342
2026-05-24 12:00:00,126561.9489080822,130591.88162367526
2026-05-24 13:00:00,126850.94192686139,130895.82083583283
2026-05-24 14:00:00,125027.62413074792,128978.20435912817
2026-05-24 15:00:00,127995.5063828158,132099.5800839832
2026-05-24 16:00:00,130807.48450633175,135056.98860227954
2026-05-24 17:00:00,129607.78322442604,133795.24095180962
2026-05-24 18:00:00,130438.6381534162,134669.06618676265
2026-05-24 19:00:00,129788.40386116302,133985.2029594081
2026-05-24 20:00:00,130807.48450633175,135056.98860227954
2026-05-24 21:00:00,126902.27621309189,130949.8100379924
2026-05-24 22:00:00,128024.02543072164,132129.57408518295
2026-05-24 23:00:00,128421.39083154305,132547.49050189962
2026-05-25 00:00:00,127544.90542590352,131625.674865027
2026-05-25 01:00:00,126381.32827134519,130401.91961607676
2026-05-25 02:00:00,125890.80064736471,129886.0227954409
2026-05-25 03:00:00,125810.94731322836,129802.03959208158
2026-05-25 04:00:00,128605.81400800082,132741.45170965808
2026-05-25 05:00:00,128027.82797044242,132133.57328534292
2026-05-25 06:00:00,127485.96606023145,131563.6872625475
2026-05-25 07:00:00,128375.76035489369,132499.50009997998
2026-05-25 08:00:00,128746.50797766964,132889.4221155769
2026-05-25 09:00:00,127662.78415724766,131749.650069986
2026-05-25 10:00:00,128651.44448465016,132789.4421115777
2026-05-25 11:00:00,129297.87623718256,133469.30613877223
2026-05-25 12:00:00,129651.512431215,133841.23175364928
2026-05-25 13:00:00,130558.41815462074,134795.04099180165
2026-05-25 14:00:00,130807.48450633175,135056.98860227954
2026-05-25 15:00:00,129946.20925957535,134151.16976604678
2026-05-25 16:00:00,129372.02576173775,133547.29054189162
2026-05-25 17:00:00,128537.3682930268,132669.46610677862
2026-05-25 18:00:00,128035.433049884,132141.57168566287
2026-05-25 19:00:00,127584.8320929717,131667.66646670667
2026-05-25 20:00:00,125507.18523017368,129742.05158968206
2026-05-25 21:00:00,125507.18523017368,130091.98160367928
2026-05-25 22:00:00,125507.18523017368,129374.12517496501
2026-05-25 23:00:00,125507.18523017368,130487.9024195161
2026-05-26 00:00:00,125507.18523017368,127236.5526894621
2026-05-26 01:00:00,125507.18523017368,126304.73905218956
2026-05-26 02:00:00,125507.18523017368,125742.85142971406
2026-05-26 03:00:00,125507.18523017368,123737.25254949009
2026-05-26 04:00:00,125507.18523017368,124473.10537892421
2026-05-26 05:00:00,125507.18523017368,124495.10097980403
2026-05-26 06:00:00,125507.18523017368,124067.18656268746
2026-05-26 07:00:00,125507.18523017368,123029.39412117575
2026-05-26 08:00:00,125507.18523017368,122371.52569486103
2026-05-26 09:00:00,125507.18523017368,121007.79844031193
2026-05-26 10:00:00,125507.18523017368,124269.14617076586
2026-05-26 11:00:00,125507.18523017368,123797.24055188961
2026-05-26 12:00:00,125507.18523017368,123193.36132773447
2026-05-26 13:00:00,125507.18523017368,124775.0449910018
2026-05-26 14:00:00,125507.18523017368,122061.58768246349
2026-05-26 15:00:00,125507.18523017368,121827.63447310537
2026-05-26 16:00:00,125507.18523017368,122123.575284943
2026-05-26 17:00:00,125507.18523017368,119294.14117176564
2026-05-26 18:00:00,125507.18523017368,117414.51709658069
2026-05-26 19:00:00,125507.18523017368,116790.64187162569
2026-05-26 20:00:00,125507.18523017368,117948.41031793642
2026-05-26 21:00:00,125507.18523017368,115226.95460907817
2026-05-26 22:00:00,125507.18523017368,114283.14337132573
2026-05-26 23:00:00,125507.18523017368,113731.25374925014
2026-05-27 00:00:00,125507.18523017368,116200.7598480304
2026-05-27 01:00:00,125507.18523017368,114367.12657468507
2026-05-27 02:00:00,125507.18523017368,112979.40411917615
2026-05-27 03:00:00,125507.18523017368,113415.31693661268
2026-05-27 04:00:00,125507.18523017368,114337.13257348527
2026-05-27 05:00:00,125507.18523017368,114655.06898620275
2026-05-27 06:00:00,125507.18523017368,115200.95980803839
2026-05-27 07:00:00,125507.18523017368,114995.00099980005
2026-05-27 08:00:00,125507.18523017368,114625.07498500301
2026-05-27 09:00:00,125507.18523017368,113107.37852429513
2026-05-27 10:00:00,125507.18523017368,114205.15896820635
2026-05-27 11:00:00,125507.18523017368,114629.07418516297
2026-05-27 12:00:00,125507.18523017368,114259.14817036591
2026-05-27 13:00:00,125507.18523017368,115298.94021195761
2026-05-27 14:00:00,125507.18523017368,113817.23655268947
2026-05-27 15:00:00,125507.18523017368,113979.20415916816
2026-05-27 16:00:00,125507.18523017368,111497.70045990801
2026-05-27 17:00:00,125507.18523017368,110241.95160967807
2026-05-27 18:00:00,125507.18523017368,110705.85882823434
2026-05-27 19:00:00,125507.18523017368,110923.8152369526
2026-05-27 20:00:00,125507.18523017368,110863.82723455309
2026-05-27 21:00:00,125507.18523017368,109422.11557688462
2026-05-27 22:00:00,125507.18523017368,108942.21155768847
2026-05-27 23:00:00,125507.18523017368,108434.3131373725
2026-05-28 00:00:00,125507.18523017368,107184.56308738251
2026-05-28 01:00:00,125507.18523017368,106876.62467506497
2026-05-28 02:00:00,125507.18523017368,109020.19596080783
2026-05-28 03:00:00,125507.18523017368,107396.52069586083
2026-05-28 04:00:00,125507.18523017368,107594.48110377925
2026-05-28 05:00:00,125507.18523017368,105566.88662267548
2026-05-28 06:00:00,125507.18523017368,105042.99140171967
2026-05-28 07:00:00,125507.18523017368,105076.98460307937
2026-05-28 08:00:00,125507.18523017368,104879.02419516095
2026-05-28 09:00:00,125507.18523017368,106592.68146370727
2026-05-28 10:00:00,125507.18523017368,105378.92421515695
2026-05-28 11:00:00,125507.18523017368,105250.949810038
2026-05-28 12:00:00,125507.18523017368,105612.87742451509
2026-05-28 13:00:00,125507.18523017368,106472.70545890821
2026-05-28 14:00:00,125507.18523017368,105596.88062387521
2026-05-28 15:00:00,125507.18523017368,107446.51069786042
2026-05-28 16:00:00,125507.18523017368,108998.20035992801
2026-05-28 17:00:00,125507.18523017368,109066.18676264747
2026-05-28 18:00:00,125507.18523017368,111443.71125774845
2026-05-28 19:00:00,125261.68215327634,110753.84923015397
2026-05-28 20:00:00,125175.24989359015,110675.8648270346
2026-05-28 21:00:00,125470.00606123792,110941.81163767246
2026-05-28 22:00:00,123889.84705723157,109516.09678064387
2026-05-28 23:00:00,123854.38766864235,109484.10317936412
2026-05-29 00:00:00,126137.08580907229,111543.69126174766
2026-05-29 01:00:00,124887.14236130289,110415.91681663667
2026-05-29 02:00:00,122322.98532394615,108102.37952409519
2026-05-29 03:00:00,120390.4486458346,106358.72825434912
2026-05-29 04:00:00,120995.16419398772,107118.57628474306
2026-05-29 05:00:00,120995.16419398772,107294.54109178165
2026-05-29 06:00:00,120995.16419398772,108532.29354129173
2026-05-29 07:00:00,120995.16419398772,108220.35592881424
2026-05-29 08:00:00,120995.16419398772,107186.5626874625
2026-05-29 09:00:00,120995.16419398772,108486.3027394521
2026-05-29 10:00:00,120995.16419398772,107790.44191161766
2026-05-29 11:00:00,120995.16419398772,107622.47550489903
2026-05-29 12:00:00,120995.16419398772,106292.74145170966
2026-05-29 13:00:00,120995.16419398772,107656.46870625873
2026-05-29 14:00:00,120995.16419398772,105952.80943811238
2026-05-29 15:00:00,120995.16419398772,107332.53349330134
2026-05-29 16:00:00,120995.16419398772,111077.78444311138
2026-05-29 17:00:00,120758.48702650247,109416.11677664467
2026-05-29 18:00:00,116679.97441422209,105856.82863427314
2026-05-29 19:00:00,116679.97441422209,106578.68426314736
2026-05-29 20:00:00,116679.97441422209,107234.55308938213
2026-05-29 21:00:00,116679.97441422209,105712.85742851428
2026-05-29 22:00:00,116679.97441422209,106696.66066786642
2026-05-29 23:00:00,116679.97441422209,105956.80863827234
2026-05-30 00:00:00,116679.97441422209,106302.73945210957
2026-05-30 01:00:00,116679.97441422209,107546.49070185963
2026-05-30 02:00:00,116679.97441422209,107728.45430913818
2026-05-30 03:00:00,116679.97441422209,104855.02899420116
2026-05-30 04:00:00,116679.97441422209,101681.66366726655
2026-05-30 05:00:00,116679.97441422209,102813.43731253747
2026-05-30 06:00:00,116679.97441422209,104285.1429714057
2026-05-30 07:00:00,116679.97441422209,103697.26054789042
2026-05-30 08:00:00,116679.97441422209,103613.27734453107
2026-05-30 09:00:00,116679.97441422209,103713.25734853027
2026-05-30 10:00:00,116679.97441422209,103793.24135172967
2026-05-30 11:00:00,116679.97441422209,104741.05178964206
2026-05-30 12:00:00,116679.97441422209,104709.05818836231
2026-05-30 13:00:00,116679.97441422209,104369.12617476506
2026-05-30 14:00:00,116679.97441422209,105808.83823235352
2026-05-30 15:00:00,116679.97441422209,106838.63227354528
2026-05-30 16:00:00,116679.97441422209,106552.68946210756
2026-05-30 17:00:00,116451.7381369248,108240.35192961406
2026-05-30 18:00:00,115918.36744216384,107734.4531093781
2026-05-30 19:00:00,114668.21399555019,106548.69026194762
2026-05-30 20:00:00,115077.20180101907,106936.61267746451
2026-05-30 21:00:00,114512.20833779401,106400.7198560288
2026-05-30 22:00:00,113314.75950528716,105264.94701059787
2026-05-30 23:00:00,113749.04552552734,105676.86462707457
2026-05-31 00:00:00,115117.25730774026,106974.6050789842
2026-05-31 01:00:00,115893.06922739257,107710.4579084183
2026-05-31 02:00:00,115515.70419038778,107352.52949410117
2026-05-31 03:00:00,116886.02415716497,108652.26954609077
2026-05-31 04:00:00,117550.10229491083,109282.14357128573
2026-05-31 05:00:00,117950.65736212263,109662.06758648269
2026-05-31 06:00:00,119000.5332751304,110657.86842631473
2026-05-31 07:00:00,117771.46167415948,109492.10157968408
2026-05-31 08:00:00,118749.65931198196,110419.91601679663
2026-05-31 09:00:00,118654.79100658969,110329.93401319734
2026-05-31 10:00:00,118680.08922136095,110353.92921415716
2026-05-31 11:00:00,117737.7307211311,109460.10797840431
2026-05-31 12:00:00,118001.25379166516,109710.0579884023
2026-05-31 13:00:00,118119.31212726445,109822.03559288142
2026-05-31 14:00:00,117366.69023781912,109108.17836432713
2026-05-31 15:00:00,118852.96035563132,110517.89642071586
2026-05-31 16:00:00,116995.64975450715,108756.24875024994
2026-05-31 17:00:00,118384.94338236279,110073.98520295942
2026-05-31 18:00:00,117098.9507981565,108854.22915416915
2026-05-31 19:00:00,117269.7137478626,109016.19676064787
2026-05-31 20:00:00,118279.53415414917,109974.0051989602
2026-05-31 21:00:00,119917.59356058897,111527.69446110778
2026-05-31 22:00:00,122753.10179953564,114217.15656868627
2026-05-31 23:00:00,122291.40937995992,113779.24415116975
2026-06-01 00:00:00,126935.73997505246,118184.3631273745
2026-06-01 01:00:00,121317.42811126598,112855.42891421716
2026-06-01 02:00:00,124342.67296099718,115724.85502899419
2026-06-01 03:00:00,123509.94005810948,114935.0129974005
2026-06-01 04:00:00,121673.71130262806,113193.36132773446
2026-06-01 05:00:00,120851.51932256173,112413.51729654068
2026-06-01 06:00:00,119643.52956723355,111267.74645070986
2026-06-01 07:00:00,118515.6508253477,110197.9604079184
2026-06-01 08:00:00,117855.78905673037,109572.08558288343
2026-06-01 09:00:00,118199.4231407068,109898.02039592083
2026-06-01 10:00:00,117031.42564656286,109008.19836032794
2026-06-01 11:00:00,117031.42564656286,108662.2675464907
2026-06-01 12:00:00,117031.42564656286,109360.12797440511
2026-06-01 13:00:00,117031.42564656286,108318.33633273347
2026-06-01 14:00:00,117031.42564656286,107064.58708258346
2026-06-01 15:00:00,117031.42564656286,105846.83063387324
2026-06-01 16:00:00,117031.42564656286,108282.34353129374
2026-06-01 17:00:00,117031.42564656286,110065.98680263948
2026-06-01 18:00:00,117031.42564656286,111029.79404119175
2026-06-01 19:00:00,117031.42564656286,112389.52209558086
2026-06-01 20:00:00,117031.42564656286,111163.76724655068
2026-06-01 21:00:00,117031.42564656286,109392.12157568487
2026-06-01 22:00:00,117031.42564656286,109586.0827834433
2026-06-01 23:00:00,117031.42564656286,108896.22075584884
2026-06-02 00:00:00,117031.42564656286,109332.13357328533
2026-06-02 01:00:00,117031.42564656286,107456.50869826034
2026-06-02 02:00:00,117031.42564656286,111015.79684063187
2026-06-02 03:00:00,116802.50189978915,114513.09738052389
2026-06-02 04:00:00,115191.54517090379,112901.41971605679
2026-06-02 05:00:00,112831.07383490673,110539.89202159566
2026-06-02 06:00:00,111977.62653560888,109686.06278744251
2026-06-02 07:00:00,113964.3399208596,111673.66526694661
2026-06-02 08:00:00,114314.11340417838,112023.59528094382
2026-06-02 09:00:00,113524.6246846874,111233.75324935012
2026-06-02 10:00:00,117270.19901462684,114981.00379924015
2026-06-02 11:00:00,115547.31477107946,113257.34853029392
2026-06-02 12:00:00,117520.0372169974,115230.95380923814
2026-06-02 13:00:00,116946.40870435459,114657.06858628272
2026-06-02 14:00:00,116212.88374219464,113923.21535692862
2026-06-02 15:00:00,117879.80422841103,115590.88182363528
2026-06-02 16:00:00,122738.65758811367,120451.90961807637
2026-06-02 17:00:00,125412.92570628814,123127.37452509497
2026-06-02 18:00:00,121529.44068864016,119242.15156968607
2026-06-02 19:00:00,122031.11579900024,119744.05118976206
2026-06-02 20:00:00,123961.86542691993,121675.66486702659
2026-06-02 21:00:00,124909.2518903091,122623.475304939
2026-06-02 22:00:00,120620.02963201131,118332.33353329333
2026-06-02 23:00:00,124199.71139557671,121913.61727654471
2026-06-03 00:00:00,128496.92847635034,126212.75744851031
2026-06-03 01:00:00,128305.05273692975,126020.79584083184
2026-06-03 02:00:00,127659.47082200421,125374.92501499699
2026-06-03 03:00:00,123098.42459952726,120811.8376324735
2026-06-03 04:00:00,125241.03702305719,122955.40891821634
2026-06-03 05:00:00,125622.7897962794,123337.33253349329
2026-06-03 06:00:00,124549.4848788955,122263.5472905419
2026-06-03 07:00:00,125856.63835369826,123571.28574285144
2026-06-03 08:00:00,126088.48820549813,123803.23935212956
2026-06-03 09:00:00,124285.65573719217,121999.60007998401
2026-06-03 10:00:00,122444.84786212588,120157.96840631872
2026-06-03 11:00:00,121825.24912024688,119538.09238152369
2026-06-03 12:00:00,125764.69789522588,123479.30413917216
2026-06-03 13:00:00,126414.27722138933,124129.17416516696
2026-06-03 14:00:00,128195.12392788669,125910.8178364327
2026-06-03 15:00:00,123963.86413253889,121677.66446710657
2026-06-03 16:00:00,122828.59934096708,120541.89162167568
2026-06-03 17:00:00,123280.30681085304,120993.80123975205
2026-06-03 18:00:00,125291.0046635313,123005.39892021594
2026-06-03 19:00:00,122203.00448223119,119916.01679664067
2026-06-03 20:00:00,124655.4162767006,122369.52609478105
2026-06-03 21:00:00,127795.3828040938,125510.8978204359
2026-06-03 22:00:00,126945.93291603388,124661.0677864427
2026-06-03 23:00:00,126368.30699215316,124083.18336332733
2026-06-04 00:00:00,127593.51353657838,125308.93821235752
2026-06-04 01:00:00,121993.1403922399,119706.05878824234
2026-06-04 02:00:00,119669.36529140704,117616.47670465907
2026-06-04 03:00:00,119669.36529140704,118250.349930014
2026-06-04 04:00:00,119669.36529140704,118850.2299540092
2026-06-04 05:00:00,119669.36529140704,120147.97040591881
2026-06-04 06:00:00,119669.36529140704,116840.63187362527
2026-06-04 07:00:00,119669.36529140704,113549.29014197159
2026-06-04 08:00:00,119669.36529140704,112433.51329734053
2026-06-04 09:00:00,119669.36529140704,108134.3731253749
2026-06-04 10:00:00,119669.36529140704,107060.5878824235
2026-06-04 11:00:00,119669.36529140704,107742.45150969806
2026-06-04 12:00:00,119669.36529140704,106728.65426914617
2026-06-04 13:00:00,119669.36529140704,104713.05738852228
2026-06-04 14:00:00,119669.36529140704,105758.84823035393
2026-06-04 15:00:00,119669.36529140704,109790.04199160167
2026-06-04 16:00:00,119669.36529140704,107032.59348130375
2026-06-04 17:00:00,119669.36529140704,104901.01979604078
2026-06-04 18:00:00,119669.36529140704,105552.88942211558
2026-06-04 19:00:00,119669.36529140704,104763.0473905219
2026-06-04 20:00:00,119669.36529140704,103953.20935812837
2026-06-04 21:00:00,119669.36529140704,96804.63907218556
2026-06-04 22:00:00,119669.36529140704,93195.36092781443
2026-06-04 23:00:00,119669.36529140704,91869.62607478503
2026-06-05 00:00:00,119669.36529140704,86352.72945410918
2026-06-05 01:00:00,119669.36529140704,84735.05298940212
2026-06-05 02:00:00,119669.36529140704,82473.5052989402
2026-06-05 03:00:00,119669.36529140704,80621.87562487501
2026-06-05 04:00:00,119669.36529140704,79684.06318736252
2026-06-05 05:00:00,119669.36529140704,75034.99300139972
2026-06-05 06:00:00,119669.36529140704,63933.21335732853
2026-06-05 07:00:00,119669.36529140704,61751.64967006598
2026-06-05 08:00:00,119669.36529140704,62977.404519096184
2026-06-05 09:00:00,119669.36529140704,70201.95960807838
2026-06-05 10:00:00,119669.36529140704,65304.93901219755
2026-06-05 11:00:00,119669.36529140704,59922.01559688063
2026-06-05 12:00:00,119669.36529140704,63789.242151569684
2026-06-05 13:00:00,119669.36529140704,61125.77484503099
2026-06-05 14:00:00,119669.36529140704,68074.38512297541
2026-06-05 15:00:00,119669.36529140704,65516.896620675856
