date,equity,drawdown_pct
2021-11-29,105940.96156929166,-1.0819018114768708
2021-11-30,103899.06126640536,-2.9884438294098814
2021-12-01,102756.13935686243,-4.055601045988821
2021-12-02,104314.65920849082,-2.6003960202037213
2021-12-03,103415.6881668296,-3.439773957221237
2021-12-06,104628.6201452282,-2.3072476637275074
2021-12-07,106772.18686019104,-0.3057787357183872
2021-12-08,107052.28594907068,-0.0442475133668796
2021-12-09,106336.24681367172,-0.7128201641436238
2021-12-10,107327.81964335206,0.0
2021-12-13,106385.95153650414,-0.8775619499005294
2021-12-14,105660.89188714049,-1.553118065521819
2021-12-15,107296.20741022391,-0.02945390415383109
2021-12-16,106358.83853283517,-0.9028238100212915
2021-12-17,105237.51586536909,-1.9475880390834477
2021-12-20,104129.09540002857,-2.9803309654037324
2021-12-21,105960.58320887748,-1.2738882043983435
2021-12-22,107010.05788695718,-0.2960665347072178
2021-12-23,107669.65080701707,0.0
2021-12-27,109179.2599174823,0.0
2021-12-28,109090.8485882732,-0.08097813566048107
2021-12-29,109229.1190256393,0.0
2021-12-30,108929.92761828667,-0.2739117645747968
2021-12-31,108657.90802806,-0.5229475461073885
2022-01-03,109281.24245189014,0.0
2022-01-04,109244.98395566035,-0.03317906661406411
2022-01-05,107166.44286907392,-1.9351899149089968
2022-01-06,107066.71730107779,-2.0264458027069665
2022-01-07,106647.36264942758,-2.4101847154804235
2022-01-10,106515.92192475358,-2.530462195608696
2022-01-11,107476.97792194206,-1.65102856580569
2022-01-12,107764.84773882554,-1.3876074969884966
2022-01-13,106293.78349773028,-2.7337344334047553
2022-01-14,106336.83494824155,-2.6943393372790725
2022-01-18,104471.36766462096,-4.401372714431451
2022-01-19,103396.97078414488,-5.384521200274362
2022-01-20,102263.64281977223,-6.421595760322118
2022-01-21,100275.77738048871,-8.24063203286326
2022-01-24,100697.35224014001,-7.854861474080598
2022-01-25,99480.14893442806,-8.968687853065827
2022-01-26,99233.08095332625,-9.194772380985217
2022-01-27,98748.02431854435,-9.638633215561143
2022-01-28,101175.63062400467,-7.4172032144069755
2022-01-31,102979.90250563486,-5.766167921296628
2022-02-01,103668.9756710073,-5.135617654926994
2022-02-02,104666.31221947192,-4.22298477659594
2022-02-03,102229.63393827203,-6.452716271708292
2022-02-04,102705.64065236074,-6.017136749176544
2022-02-07,102379.24802115366,-6.315808894444997
2022-02-08,103213.36252312732,-5.552535634314493
2022-02-09,104709.37837334744,-4.183576225860907
2022-02-10,102846.16805613854,-5.88854432048077
2022-02-11,100837.88699559995,-7.726262318080135
2022-02-14,100511.50171607498,-8.02492773604394
2022-02-15,102116.30775834869,-6.556417673138859
2022-02-16,102229.63393827203,-6.452716271708292
2022-02-17,100067.22486202841,-8.431472211636049
2022-02-18,99425.73913503702,-9.018476634900907
2022-02-22,98369.47885435795,-9.985028860132129
2022-02-23,96642.27465642133,-11.56554181842595
2022-02-24,97984.527428437,-10.337286408897118
2022-02-25,97984.527428437,-10.337286408897118
2022-02-28,97984.527428437,-10.337286408897118
2022-03-01,97984.527428437,-10.337286408897118
2022-03-02,97984.527428437,-10.337286408897118
2022-03-03,97984.527428437,-10.337286408897118
2022-03-04,97984.527428437,-10.337286408897118
2022-03-07,97984.527428437,-10.337286408897118
2022-03-08,97984.527428437,-10.337286408897118
2022-03-09,97984.527428437,-10.337286408897118
2022-03-10,97984.527428437,-10.337286408897118
2022-03-11,97984.527428437,-10.337286408897118
2022-03-14,97984.527428437,-10.337286408897118
2022-03-15,97984.527428437,-10.337286408897118
2022-03-16,97984.527428437,-10.337286408897118
2022-03-17,97984.527428437,-10.337286408897118
2022-03-18,97984.527428437,-10.337286408897118
2022-03-21,97984.527428437,-10.337286408897118
2022-03-22,97984.527428437,-10.337286408897118
2022-03-23,97984.527428437,-10.337286408897118
2022-03-24,97887.61965405723,-10.425963817943252
2022-03-25,98360.87427480187,-9.992902653807068
2022-03-28,99053.55889768129,-9.359047650571394
2022-03-29,100266.81595240344,-8.248832367965797
2022-03-30,99653.72235001434,-8.809856006271344
2022-03-31,98135.0174525209,-10.19957748400988
2022-04-01,98410.36218101428,-9.94761774936961
2022-04-04,99245.0141480541,-9.183852671014769
2022-04-05,98003.78929700307,-10.319660448454226
2022-04-06,97033.62462768126,-11.207429151988968
2022-04-07,97517.62539250153,-10.76453451246897
2022-04-08,97259.49536082835,-11.000741592368179
2022-04-11,95613.85381001426,-12.506619009106522
2022-04-12,95263.20260779472,-12.827489447941353
2022-04-13,96343.08227818391,-11.839323824856873
2022-04-14,95155.65074640857,-12.925906942996368
2022-04-18,95100.15016740057,-12.976693864669997
2022-04-19,95100.15016740057,-12.976693864669997
2022-04-20,95100.15016740057,-12.976693864669997
2022-04-21,95100.15016740057,-12.976693864669997
2022-04-22,95100.15016740057,-12.976693864669997
2022-04-25,95100.15016740057,-12.976693864669997
2022-04-26,95100.15016740057,-12.976693864669997
2022-04-27,95100.15016740057,-12.976693864669997
2022-04-28,95100.15016740057,-12.976693864669997
2022-04-29,95100.15016740057,-12.976693864669997
2022-05-02,95100.15016740057,-12.976693864669997
2022-05-03,95100.15016740057,-12.976693864669997
2022-05-04,95100.15016740057,-12.976693864669997
2022-05-05,95100.15016740057,-12.976693864669997
2022-05-06,95100.15016740057,-12.976693864669997
2022-05-09,95100.15016740057,-12.976693864669997
2022-05-10,95100.15016740057,-12.976693864669997
2022-05-11,95100.15016740057,-12.976693864669997
2022-05-12,95100.15016740057,-12.976693864669997
2022-05-13,95100.15016740057,-12.976693864669997
2022-05-16,95100.15016740057,-12.976693864669997
2022-05-17,95100.15016740057,-12.976693864669997
2022-05-18,95100.15016740057,-12.976693864669997
2022-05-19,95100.15016740057,-12.976693864669997
2022-05-20,95100.15016740057,-12.976693864669997
2022-05-23,95100.15016740057,-12.976693864669997
2022-05-24,95100.15016740057,-12.976693864669997
2022-05-25,95100.15016740057,-12.976693864669997
2022-05-26,95100.15016740057,-12.976693864669997
2022-05-27,95100.15016740057,-12.976693864669997
2022-05-31,95100.15016740057,-12.976693864669997
2022-06-01,95100.15016740057,-12.976693864669997
2022-06-02,95100.15016740057,-12.976693864669997
2022-06-03,95100.15016740057,-12.976693864669997
2022-06-06,95100.15016740057,-12.976693864669997
2022-06-07,95100.15016740057,-12.976693864669997
2022-06-08,95100.15016740057,-12.976693864669997
2022-06-09,95100.15016740057,-12.976693864669997
2022-06-10,95100.15016740057,-12.976693864669997
2022-06-13,95100.15016740057,-12.976693864669997
2022-06-14,95100.15016740057,-12.976693864669997
2022-06-15,95100.15016740057,-12.976693864669997
2022-06-16,95100.15016740057,-12.976693864669997
2022-06-17,95100.15016740057,-12.976693864669997
2022-06-21,95100.15016740057,-12.976693864669997
2022-06-22,95100.15016740057,-12.976693864669997
2022-06-23,95100.15016740057,-12.976693864669997
2022-06-24,95100.15016740057,-12.976693864669997
2022-06-27,95100.15016740057,-12.976693864669997
2022-06-28,95100.15016740057,-12.976693864669997
2022-06-29,95100.15016740057,-12.976693864669997
2022-06-30,95100.15016740057,-12.976693864669997
2022-07-01,95100.15016740057,-12.976693864669997
2022-07-05,95100.15016740057,-12.976693864669997
2022-07-06,95100.15016740057,-12.976693864669997
2022-07-07,95100.15016740057,-12.976693864669997
2022-07-08,95100.15016740057,-12.976693864669997
2022-07-11,95100.15016740057,-12.976693864669997
2022-07-12,95100.15016740057,-12.976693864669997
2022-07-13,95100.15016740057,-12.976693864669997
2022-07-14,95100.15016740057,-12.976693864669997
2022-07-15,95100.15016740057,-12.976693864669997
2022-07-18,95100.15016740057,-12.976693864669997
2022-07-19,95100.15016740057,-12.976693864669997
2022-07-20,95100.15016740057,-12.976693864669997
2022-07-21,95100.15016740057,-12.976693864669997
2022-07-22,95100.15016740057,-12.976693864669997
2022-07-25,95100.15016740057,-12.976693864669997
2022-07-26,95100.15016740057,-12.976693864669997
2022-07-27,95100.15016740057,-12.976693864669997
2022-07-28,95100.15016740057,-12.976693864669997
2022-07-29,95100.15016740057,-12.976693864669997
2022-08-01,95100.15016740057,-12.976693864669997
2022-08-02,95100.15016740057,-12.976693864669997
2022-08-03,95100.15016740057,-12.976693864669997
2022-08-04,95100.15016740057,-12.976693864669997
2022-08-05,95100.15016740057,-12.976693864669997
2022-08-08,95100.15016740057,-12.976693864669997
2022-08-09,95100.15016740057,-12.976693864669997
2022-08-10,95100.15016740057,-12.976693864669997
2022-08-11,95100.15016740057,-12.976693864669997
2022-08-12,95100.15016740057,-12.976693864669997
2022-08-15,95100.15016740057,-12.976693864669997
2022-08-16,95100.15016740057,-12.976693864669997
2022-08-17,95100.15016740057,-12.976693864669997
2022-08-18,95100.15016740057,-12.976693864669997
2022-08-19,95100.15016740057,-12.976693864669997
2022-08-22,95100.15016740057,-12.976693864669997
2022-08-23,95100.15016740057,-12.976693864669997
2022-08-24,95100.15016740057,-12.976693864669997
2022-08-25,95100.15016740057,-12.976693864669997
2022-08-26,95100.15016740057,-12.976693864669997
2022-08-29,95100.15016740057,-12.976693864669997
2022-08-30,95100.15016740057,-12.976693864669997
2022-08-31,95100.15016740057,-12.976693864669997
2022-09-01,95100.15016740057,-12.976693864669997
2022-09-02,95100.15016740057,-12.976693864669997
2022-09-06,95100.15016740057,-12.976693864669997
2022-09-07,95100.15016740057,-12.976693864669997
2022-09-08,95100.15016740057,-12.976693864669997
2022-09-09,95100.15016740057,-12.976693864669997
2022-09-12,95100.15016740057,-12.976693864669997
2022-09-13,95100.15016740057,-12.976693864669997
2022-09-14,95100.15016740057,-12.976693864669997
2022-09-15,95100.15016740057,-12.976693864669997
2022-09-16,95100.15016740057,-12.976693864669997
2022-09-19,95100.15016740057,-12.976693864669997
2022-09-20,95100.15016740057,-12.976693864669997
2022-09-21,95100.15016740057,-12.976693864669997
2022-09-22,95100.15016740057,-12.976693864669997
2022-09-23,95100.15016740057,-12.976693864669997
2022-09-26,95100.15016740057,-12.976693864669997
2022-09-27,95100.15016740057,-12.976693864669997
2022-09-28,95100.15016740057,-12.976693864669997
2022-09-29,95100.15016740057,-12.976693864669997
2022-09-30,95100.15016740057,-12.976693864669997
2022-10-03,95100.15016740057,-12.976693864669997
2022-10-04,95100.15016740057,-12.976693864669997
2022-10-05,95100.15016740057,-12.976693864669997
2022-10-06,95100.15016740057,-12.976693864669997
2022-10-07,95100.15016740057,-12.976693864669997
2022-10-10,95100.15016740057,-12.976693864669997
2022-10-11,95100.15016740057,-12.976693864669997
2022-10-12,95100.15016740057,-12.976693864669997
2022-10-13,95100.15016740057,-12.976693864669997
2022-10-14,95100.15016740057,-12.976693864669997
2022-10-17,95100.15016740057,-12.976693864669997
2022-10-18,95100.15016740057,-12.976693864669997
2022-10-19,95100.15016740057,-12.976693864669997
2022-10-20,95100.15016740057,-12.976693864669997
2022-10-21,95100.15016740057,-12.976693864669997
2022-10-24,95100.15016740057,-12.976693864669997
2022-10-25,95100.15016740057,-12.976693864669997
2022-10-26,95100.15016740057,-12.976693864669997
2022-10-27,95100.15016740057,-12.976693864669997
2022-10-28,95100.15016740057,-12.976693864669997
2022-10-31,95100.15016740057,-12.976693864669997
2022-11-01,95100.15016740057,-12.976693864669997
2022-11-02,95100.15016740057,-12.976693864669997
2022-11-03,95100.15016740057,-12.976693864669997
2022-11-04,95100.15016740057,-12.976693864669997
2022-11-07,95100.15016740057,-12.976693864669997
2022-11-08,95100.15016740057,-12.976693864669997
2022-11-09,95100.15016740057,-12.976693864669997
2022-11-10,95100.15016740057,-12.976693864669997
2022-11-11,95100.15016740057,-12.976693864669997
2022-11-14,95100.15016740057,-12.976693864669997
2022-11-15,95100.15016740057,-12.976693864669997
2022-11-16,95100.15016740057,-12.976693864669997
2022-11-17,95100.15016740057,-12.976693864669997
2022-11-18,95100.15016740057,-12.976693864669997
2022-11-21,95100.15016740057,-12.976693864669997
2022-11-22,95100.15016740057,-12.976693864669997
2022-11-23,95100.15016740057,-12.976693864669997
2022-11-25,95100.15016740057,-12.976693864669997
2022-11-28,95100.15016740057,-12.976693864669997
2022-11-29,95100.15016740057,-12.976693864669997
2022-11-30,95100.15016740057,-12.976693864669997
2022-12-01,95100.15016740057,-12.976693864669997
2022-12-02,95100.15016740057,-12.976693864669997
2022-12-05,95100.15016740057,-12.976693864669997
2022-12-06,95100.15016740057,-12.976693864669997
2022-12-07,95100.15016740057,-12.976693864669997
2022-12-08,95100.15016740057,-12.976693864669997
2022-12-09,95100.15016740057,-12.976693864669997
2022-12-12,95100.15016740057,-12.976693864669997
2022-12-13,95100.15016740057,-12.976693864669997
2022-12-14,95100.15016740057,-12.976693864669997
2022-12-15,95100.15016740057,-12.976693864669997
2022-12-16,95100.15016740057,-12.976693864669997
2022-12-19,95100.15016740057,-12.976693864669997
2022-12-20,95100.15016740057,-12.976693864669997
2022-12-21,95100.15016740057,-12.976693864669997
2022-12-22,95100.15016740057,-12.976693864669997
2022-12-23,95100.15016740057,-12.976693864669997
2022-12-27,95100.15016740057,-12.976693864669997
2022-12-28,95100.15016740057,-12.976693864669997
2022-12-29,95100.15016740057,-12.976693864669997
2022-12-30,95100.15016740057,-12.976693864669997
2023-01-03,95100.15016740057,-12.976693864669997
2023-01-04,95100.15016740057,-12.976693864669997
2023-01-05,95100.15016740057,-12.976693864669997
2023-01-06,95100.15016740057,-12.976693864669997
2023-01-09,95100.15016740057,-12.976693864669997
2023-01-10,95100.15016740057,-12.976693864669997
2023-01-11,95100.15016740057,-12.976693864669997
2023-01-12,95100.15016740057,-12.976693864669997
2023-01-13,95100.15016740057,-12.976693864669997
2023-01-17,95100.15016740057,-12.976693864669997
2023-01-18,95100.15016740057,-12.976693864669997
2023-01-19,95100.15016740057,-12.976693864669997
2023-01-20,95100.15016740057,-12.976693864669997
2023-01-23,95100.15016740057,-12.976693864669997
2023-01-24,95100.15016740057,-12.976693864669997
2023-01-25,95100.15016740057,-12.976693864669997
2023-01-26,95006.09507382842,-13.0627608707379
2023-01-27,95222.19213298314,-12.86501690818197
2023-01-30,94039.39503671396,-13.947359192851627
2023-01-31,95408.08885494192,-12.6949083719063
2023-02-01,96411.96081986239,-11.77629512923346
2023-02-02,97801.59165967781,-10.504685465363483
2023-02-03,96772.15472365853,-11.44669244929073
2023-02-06,96186.5485289989,-11.98256318201729
2023-02-07,97432.11219051592,-10.84278508874994
2023-02-08,96377.0954502263,-11.808199387323715
2023-02-09,95549.84205848465,-12.565194250468547
2023-02-10,95770.61156666526,-12.363174669406584
2023-02-13,96883.6927568338,-11.344627327525325
2023-02-14,96839.55665500349,-11.385014955667227
2023-02-15,97150.92717477192,-11.100089095764499
2023-02-16,95826.36945837426,-12.312152288567946
2023-02-17,95589.35021080359,-12.529041520656437
2023-02-21,93690.81550621075,-14.26633390679366
2023-02-22,93563.01290047391,-14.383282252977681
2023-02-23,94055.65960927552,-13.932475968433023
2023-02-24,93061.08062630656,-14.842585480966076
2023-02-27,93374.7947871737,-14.555515025114286
2023-02-28,93033.1942638663,-14.868103458081439
2023-03-01,92679.97195068022,-15.19132664374533
2023-03-02,93393.3807510767,-14.538507564834745
2023-03-03,94875.95624357864,-13.181847026174943
2023-03-06,94941.0145338249,-13.122314128500479
2023-03-07,93500.26116839758,-14.440704488183286
2023-03-08,93651.31477047756,-14.302479849909721
2023-03-09,91941.01301235644,-15.867525890518252
2023-03-10,90628.06966925172,-17.068961117321003
2023-03-13,90500.25964692915,-17.18591625020105
2023-03-14,91980.51374808964,-15.83137994740219
2023-03-15,91411.2017923346,-16.35234030892596
2023-03-16,92998.32147764448,-14.900014502867709
2023-03-17,91922.04880257993,-15.884879472295898
2023-03-20,92796.79059291333,-15.084429394398502
2023-03-21,94002.77935283961,-13.98086511120763
2023-03-22,92416.57190757764,-15.432356153652794
2023-03-23,92663.83346007651,-15.206094494331236
2023-03-24,93265.65231119741,-14.655388044058348
2023-03-27,93438.25851148255,-14.497441267088718
2023-03-28,93230.6608596035,-14.687407675981301
2023-03-29,94571.9355602938,-13.460047270300713
2023-03-30,95120.11024664599,-12.958428992494698
2023-03-31,96447.39726660162,-11.743868295548044
2023-04-03,96811.2772135182,-11.410892627672764
2023-04-04,96279.45609875664,-11.89754624070768
2023-04-05,96029.83607198756,-12.125966069370374
2023-04-06,96400.72469244298,-11.786576973736063
2023-04-10,96498.7052068574,-11.696917932334195
2023-04-11,96524.3740101568,-11.673429177335182
2023-04-12,96134.80301018356,-12.029913960297577
2023-04-13,97399.10838390444,-10.872985886133824
2023-04-14,97163.50570421305,-11.08857885927842
2023-04-17,97508.7551877121,-10.772651371858943
2023-04-18,97571.72200077533,-10.715032322468144
2023-04-19,97555.40551211349,-10.72996305375904
2023-04-20,97028.2271800348,-11.212368195072086
2023-04-21,97102.87511566277,-11.144060099416198
2023-04-24,97203.17702141863,-11.052276822153395
2023-04-25,95675.28618995126,-12.450404073625664
2023-04-26,95274.06373375632,-12.817550756068973
2023-04-27,97151.85424799134,-11.099240758759333
2023-04-28,97972.95187355604,-10.347878853328785
2023-05-01,97874.98619231312,-10.437524321338575
2023-05-02,96785.61582680455,-11.434374595975738
2023-05-03,96127.80916981623,-12.036313814664545
2023-05-04,95453.68602416605,-12.653183764644261
2023-05-05,97203.17702141863,-11.052276822153395
2023-05-08,97228.83840813226,-11.028794853850442
2023-05-09,96806.61959766381,-11.41515467278672
2023-05-10,97254.49237826015,-11.005319672243507
2023-05-11,97086.53637724364,-11.159011190795242
2023-05-12,96960.57308477415,-11.274276436361008
2023-05-15,97291.82005436701,-10.971162231067556
2023-05-16,96648.00107811335,-11.560301741022428
2023-05-17,97809.66090497967,-10.497301540070525
2023-05-18,98742.72672569344,-9.643480884504186
2023-05-19,98600.41727821907,-9.773704008145023
2023-05-22,98640.10342859615,-9.737388397627921
2023-05-23,97543.73922272025,-10.74063852663205
2023-05-24,96843.94727377068,-11.380997231610756
2023-05-25,97674.3675476299,-10.62110444925628
2023-05-26,98926.99179878605,-9.474865421357581
2023-05-30,98964.32689147867,-9.440701193485578
2023-05-31,98420.81723756662,-9.93805063948161
2023-06-01,99346.88180132731,-9.090636624978266
2023-06-02,100769.79086142716,-7.788575055970881
2023-06-05,100578.51711479572,-7.9636039468765185
2023-06-06,100795.46708131231,-7.7650795142758415
2023-06-07,100450.2101812275,-8.081013788391356
2023-06-08,101052.05128210569,-7.530286978030343
2023-06-09,101231.66615592966,-7.3659267733016565
2023-06-12,102141.40681444274,-6.533450276785269
2023-06-13,102808.52870313983,-5.922986967868571
2023-06-14,102929.83437975496,-5.811983767416729
2023-06-15,104194.11750371857,-4.655076053341101
2023-06-16,103842.45267354113,-4.976874032836309
2023-06-20,103308.65133038287,-5.465339693714255
2023-06-21,102784.18746869065,-5.945260904276184
2023-06-22,103151.76829189916,-5.60889867507629
2023-06-23,102379.13063766017,-6.315916308572856
2023-06-26,101964.72149199215,-6.695129736577621
2023-06-27,103072.1809101581,-5.6817267102956865
2023-06-28,103123.68168164352,-5.63459989298476
2023-06-29,103526.38003840379,-5.266102658029226
2023-06-30,104736.84841612632,-4.158439210429399
2023-07-03,104856.25544678805,-4.0491734041641525
2023-07-05,104701.73088257456,-4.19057421618505
2023-07-06,103889.29582917216,-4.934009260639327
2023-07-07,103629.39641454612,-5.171835450015294
2023-07-10,103889.29582917216,-4.934009260639327
2023-07-11,104544.8552606766,-4.334126410851047
2023-07-12,105378.36083421006,-3.5714103629433724
2023-07-13,106207.19395871762,-2.8129699335417424
2023-07-14,106141.63875722575,-2.872957539850962
2023-07-17,106506.86110616405,-2.5387534799922062
2023-07-18,107291.20954931079,-1.8210196534464207
2023-07-19,107527.69480270708,-1.6046190634728896
2023-07-20,106820.61234995996,-2.251649090660224
2023-07-21,106820.61234995996,-2.251649090660224
2023-07-24,107293.5531904095,-1.81887505749736
2023-07-25,107583.8976895614,-1.553189480871775
2023-07-26,107600.2735109093,-1.5382044560125374
2023-07-27,106893.19847474793,-2.185227696503833
2023-07-28,107930.40799263887,-1.2361082551252678
2023-07-31,108134.08968723906,-1.0497252217425146
2023-08-01,107827.39161649653,-1.3303754631391995
2023-08-02,106340.6405862143,-2.6908569116702807
2023-08-03,106038.62238108342,-2.967224747864894
2023-08-04,105563.33048294942,-3.402150163672868
2023-08-07,106476.43085480969,-2.5665992938497584
2023-08-08,106017.53702778085,-2.9865193247103683
2023-08-09,105315.15669040264,-3.629246586607504
2023-08-10,105352.6030318816,-3.594980558294869
2023-08-11,105291.72769600138,-3.650685759402028
2023-08-14,105867.69974576477,-3.1236309448331445
2023-08-15,104645.53541230598,-4.241997012090137
2023-08-16,103884.6159635605,-4.93829166584141
2023-08-17,103100.27493699951,-5.656018705691168
2023-08-18,103149.42465080046,-5.611043271025351
2023-08-21,103814.37347987122,-5.0025684640487516
2023-08-22,103535.7546027986,-5.257524274233005
2023-08-23,104678.30930475904,-4.212006602283546
2023-08-24,103240.7376546208,-5.5274854693646125
2023-08-25,103961.85970420287,-4.867608226571063
2023-08-28,104615.09774436588,-4.269849612643705
2023-08-29,106113.54473038434,-2.898665544455481
2023-08-30,106546.68075508473,-2.5023157089463677
2023-08-31,106392.14877428547,-2.643723307663315
2023-09-01,106588.83662851834,-2.463740128647507
2023-09-05,106132.24935965943,-2.8815494970392708
2023-09-06,105425.17432349807,-3.5285727375305664
2023-09-07,105104.42182274906,-3.822083767925566
2023-09-08,105261.29744464702,-3.678531573259569
2023-09-11,105947.30196067733,-3.050789336221671
2023-09-12,105371.3373274997,-3.577837364094516
2023-09-13,105493.08058267439,-3.4664337485762475
2023-09-14,106394.48499879842,-2.6415854984102927
2023-09-15,105124.06094182933,-3.8041125968081513
2023-09-18,105185.17360845373,-3.748190221427672
2023-09-19,104968.98755026994,-3.9460156243360966
2023-09-20,104012.73006589907,-4.821058278423651
2023-09-21,102309.3034827732,-6.379813051801875
2023-09-22,102081.3843859244,-6.588375007847668
2023-09-25,102506.64399655255,-6.199232643534436
2023-09-26,101014.67168989853,-7.564491926078598
2023-09-27,101054.61742077705,-7.527938781200049
2023-09-28,101634.9504229646,-6.996893389358871
2023-09-29,101390.60358866761,-7.220487877136184
2023-10-02,101350.65785778909,-7.257041022014732
2023-10-03,100006.7057696411,-8.486851424966224
2023-10-04,100728.02806703857,-7.826790941379558
2023-10-05,100690.42597725875,-7.861199490309046
2023-10-06,101874.6248082357,-6.777574520087581
2023-10-09,102520.7503426593,-6.186324347663841
2023-10-10,103049.39715871755,-5.70257544053463
2023-10-11,103467.61842946385,-5.319873650764606
2023-10-12,102842.63758102886,-5.891774952774542
2023-10-13,102335.13545095922,-6.356174989489949
2023-10-16,103401.83331381356,-5.380071644651108
2023-10-17,103397.1386150304,-5.384367623245268
2023-10-18,102032.03442430805,-6.633533683306602
2023-10-19,101143.89086351465,-7.4462473209506825
2023-10-20,99912.72279494883,-8.572852437201838
2023-10-23,99741.19199959823,-8.729815143245478
2023-10-24,100486.01745725452,-8.048247619903858
2023-10-25,99057.47920856634,-9.355460291206608
2023-10-26,97882.69202491298,-10.430472944151647
2023-10-27,97443.31123500655,-10.832537177727552
2023-10-30,98596.96856584282,-9.77685982180423
2023-10-31,99111.9423424005,-9.305622704616079
2023-11-01,99111.9423424005,-9.305622704616079
2023-11-02,99111.9423424005,-9.305622704616079
2023-11-03,99111.9423424005,-9.305622704616079
2023-11-06,99111.9423424005,-9.305622704616079
2023-11-07,99013.91954228167,-9.395320440402699
2023-11-08,99085.71967279841,-9.329618286120967
2023-11-09,98320.70376397175,-10.029661488103647
2023-11-10,99839.51127874816,-8.63984610835532
2023-11-13,99745.2837872149,-8.726070870646751
2023-11-14,101661.19085014463,-6.972881558424948
2023-11-15,101874.30389164487,-6.777868181271907
2023-11-16,101997.70040749991,-6.664951716299095
2023-11-17,102123.32762077214,-6.549994006765791
2023-11-20,102901.805611472,-5.837632055864139
2023-11-21,102679.71312767023,-6.040862252390811
2023-11-22,103072.30879151457,-5.681609689887068
2023-11-24,103135.12239815069,-5.624130835120411
2023-11-27,102951.17129939311,-5.792458989733551
2023-11-28,103052.12629107344,-5.700078093053341
2023-11-29,102980.3261605567,-5.765780247335083
2023-11-30,103381.90834828168,-5.398304385316244
2023-12-01,103987.63829836357,-4.844019005235067
2023-12-04,103446.98097865138,-5.338758365423257
2023-12-05,103426.77723347292,-5.357246209013944
2023-12-06,103013.98490602923,-5.734980134966894
2023-12-07,103792.46289672909,-5.02261818406523
2023-12-08,104234.42424849456,-4.6181925554309
2023-12-11,104635.99227306135,-4.2507296536949735
2023-12-12,105109.36750972398,-3.8175581175358464
2023-12-13,106545.16475426493,-2.503702956003395
2023-12-14,106883.9262537747,-2.193712428892669
2023-12-15,106709.57069470055,-2.353259991824974
2023-12-18,107304.2604629622,-1.809077152282823
2023-12-19,107950.71657446059,-1.2175244786545192
2023-12-20,106468.54914995872,-2.5738116064791927
2023-12-21,107468.68056655602,-1.6586212278214885
2023-12-22,107682.66464228583,-1.4628107932686318
2023-12-26,108133.1805416067,-1.050557153748366
2023-12-27,108326.91130110435,-0.8732799237764155
2023-12-28,108367.44625988508,-0.8361875940487651
2023-12-29,108056.5932636169,-1.1206398836583253
2024-01-02,107457.4208557836,-1.6689246527458401
2024-01-03,106587.95165520014,-2.4645499412908722
2024-01-04,106247.81632934455,-2.7757976158452102
2024-01-05,106391.97603512713,-2.6438813761062274
2024-01-08,107896.67704433204,-1.266974438149926
2024-01-09,107734.4805565763,-1.4153955981922373
2024-01-10,108338.17101187678,-0.8629764988520638
2024-01-11,108290.86606347439,-0.9062638438172566
2024-01-12,108365.1872361515,-0.8382547591750944
